"[all run data]","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters"
,"64","79","104","49","33","159","184","40","64","41","156","66","43","38","161","115","226","353","54","33","61","54","73","429","70","33","140","86","104","209"
,"64","78","103","49","32","159","190","40","66","41","158","67","42","37","162","116","230","362","55","33","62","54","73","440","69","33","144","90","102","214"
,"63","77","105","46","32","160","195","39","66","40","163","67","43","36","163","117","229","376","55","34","62","53","73","451","69","33","148","92","103","218"
,"63","78","106","46","32","160","199","39","69","40","165","68","44","35","164","117","237","390","54","33","63","53","73","461","72","33","152","95","103","224"
,"63","79","106","46","32","160","205","39","70","38","164","67","45","35","166","119","240","399","53","33","64","53","74","477","72","33","153","99","103","228"
,"64","79","107","46","32","162","210","40","74","38","168","68","46","34","169","119","244","408","53","34","65","52","74","500","71","33","155","103","103","238"
,"63","80","109","45","30","163","215","40","77","35","170","68","42","32","167","118","246","418","53","35","66","52","75","512","70","31","157","105","106","242"
,"63","78","113","45","30","166","218","40","78","34","173","68","42","32","170","120","248","431","53","35","67","52","75","530","71","31","161","105","105","247"
,"63","78","113","45","30","170","225","39","79","33","176","69","42","32","171","120","249","445","53","35","67","52","77","552","72","31","167","106","105","257"
,"63","78","115","45","31","173","226","39","79","33","179","70","43","32","172","120","252","460","53","35","68","52","79","566","73","31","172","107","106","265"
,"63","77","116","44","32","174","226","39","79","33","179","68","43","32","171","120","258","478","53","35","68","52","82","585","74","31","179","108","107","270"
,"63","73","116","42","29","173","224","38","80","33","176","69","43","31","172","119","260","490","53","35","68","53","82","605","74","30","181","108","107","279"
,"63","73","116","43","29","178","223","39","81","33","177","70","43","31","172","120","268","511","53","35","70","53","84","630","74","30","183","106","108","289"
,"63","72","117","43","28","184","221","38","83","33","179","70","43","31","173","120","272","533","53","35","72","53","88","654","74","30","187","109","110","296"
,"64","72","118","42","28","185","226","38","83","33","188","69","44","31","175","119","279","547","53","35","74","53","91","677","74","30","188","111","109","306"
,"63","71","118","41","28","188","227","38","83","32","190","69","44","31","178","119","284","561","53","35","75","53","90","698","75","30","191","111","109","313"
,"64","70","120","41","29","190","234","38","83","33","193","69","44","31","182","117","288","585","53","35","76","53","90","716","75","30","196","115","110","327"
,"64","70","123","41","29","190","237","37","85","33","195","70","44","31","182","117","295","598","52","35","78","52","90","739","75","30","199","119","110","338"
,"63","68","123","41","30","192","241","37","86","33","200","71","44","31","188","118","301","607","53","35","79","53","89","767","75","30","204","125","113","350"
,"63","68","124","40","30","195","242","37","87","33","203","72","44","31","191","119","303","627","54","35","79","52","90","802","77","30","204","128","116","360"
,"63","70","124","41","30","195","247","37","88","33","206","74","45","31","197","120","310","641","55","35","80","53","91","834","79","30","208","127","120","374"
,"63","70","126","41","29","199","253","37","91","32","212","74","45","31","202","121","317","666","55","34","81","54","92","874","80","30","210","130","119","386"
,"63","70","127","41","29","203","259","37","91","32","217","74","44","30","208","119","323","689","56","34","81","54","93","911","80","30","218","132","120","397"
,"63","69","129","39","29","202","261","37","93","32","222","74","44","30","214","118","330","701","57","33","81","56","93","942","81","30","221","134","119","415"
,"63","69","133","37","29","209","264","37","93","32","226","74","45","30","220","120","335","726","58","33","81","57","94","982","82","30","225","135","119","433"
,"63","69","134","37","28","214","274","37","95","30","229","73","47","30","225","117","343","745","56","32","80","58","96","1021","85","30","226","139","118","444"
,"64","69","135","37","28","216","278","37","95","30","231","73","47","30","235","118","352","763","57","34","81","58","100","1060","88","30","227","142","119","453"
,"65","71","135","37","28","212","281","38","95","30","235","71","47","30","240","118","359","781","57","35","81","57","106","1091","89","29","233","145","122","468"
,"64","71","137","37","28","211","282","38","95","30","237","70","47","30","244","119","364","809","57","35","81","57","107","1131","92","28","240","148","123","483"
,"64","72","138","37","27","211","284","39","97","30","233","72","46","29","250","118","373","834","57","35","84","56","109","1174","93","28","249","152","126","502"
,"63","72","139","37","27","213","287","39","101","30","236","71","47","29","256","114","389","848","58","35","84","57","111","1220","92","28","258","152","127","528"
,"63","71","139","36","26","215","292","39","101","30","246","70","47","29","256","114","391","869","58","34","83","57","113","1259","92","28","264","155","130","553"
,"62","69","138","36","26","221","301","38","104","30","248","70","47","29","265","114","408","895","57","33","84","57","114","1302","91","28","272","164","126","576"
,"63","68","140","35","26","227","306","38","106","30","249","70","47","29","266","114","420","929","58","33","85","58","111","1348","91","28","281","168","130","603"
,"63","69","141","35","26","228","310","38","108","29","245","73","47","29","270","117","429","961","57","33","86","57","112","1398","89","28","285","173","133","630"
,"64","68","141","35","26","234","312","38","108","29","250","75","46","29","265","121","434","994","57","34","86","59","114","1455","88","28","287","177","137","660"
,"64","70","141","34","26","240","319","38","108","29","257","73","47","29","275","125","436","1024","58","34","86","59","117","1513","87","27","298","183","137","699"
,"63","71","139","33","26","245","325","38","111","29","265","75","46","29","278","130","442","1051","59","34","88","59","118","1573","88","27","307","185","139","723"
,"63","72","138","33","25","252","334","37","115","28","272","75","44","29","284","132","447","1086","60","33","90","62","119","1639","88","27","313","190","143","761"
,"63","73","140","33","25","258","340","37","116","27","279","76","45","29","292","131","455","1111","60","34","90","64","120","1733","89","27","319","196","147","799"
,"63","74","138","32","25","267","341","37","115","25","286","77","46","29","304","133","469","1148","61","34","90","65","124","1812","90","27","331","204","151","821"
,"64","74","138","31","25","271","346","38","115","25","292","78","46","29","314","135","474","1187","62","34","89","66","125","1893","91","27","342","208","152","853"
,"63","74","135","30","25","273","353","38","116","25","298","78","45","30","321","134","485","1221","63","32","89","69","125","1966","94","27","357","216","152","880"
